entity,source,risk_type,risk_score,description,date
ACCT200155,Open Source Intelligence,Shell Company Association,0.6,Identified in sanctions advisory regarding suspicious financial networks,2024-05-15
ACCT200428,Regulatory Bulletin,Terror Financing Link,0.91,Linked to offshore shell company registered in Cayman Islands,2024-08-18
ACCT200313,Open Source Intelligence,Terror Financing Link,0.83,Associated with high-risk cryptocurrency exchange activity,2024-09-04
ACCT200124,Financial News Feed,Sanctions Exposure,0.84,Associated with high-risk cryptocurrency exchange activity,2024-02-11
ACCT200315,Dark Web Monitoring,Sanctions Exposure,0.79,Linked to offshore shell company registered in Cayman Islands,2025-06-01
ACCT200377,Financial News Feed,Fraud Investigation Mention,0.71,Named in leaked documents involving offshore tax structures,2025-07-18
ACCT200068,Sanctions Watchlist,Terror Financing Link,0.65,Named in leaked documents involving offshore tax structures,2025-04-24
ACCT200321,Sanctions Watchlist,Offshore Account Activity,0.93,Negative media coverage related to corruption allegations,2024-03-02
ACCT200186,Regulatory Bulletin,Terror Financing Link,0.55,Referenced in dark web forum discussing illicit financial transfers,2024-10-31
CUST90084,Open Source Intelligence,Fraud Investigation Mention,0.83,Associated with high-risk cryptocurrency exchange activity,2024-01-04
ACCT200333,Regulatory Bulletin,Sanctions Exposure,0.75,Mentioned in regulatory investigation related to financial misconduct,2024-07-19
ACCT200379,Social Media Monitoring,Terror Financing Link,0.92,Named in leaked documents involving offshore tax structures,2024-10-03
CUST90052,Sanctions Watchlist,Terror Financing Link,0.81,Named in leaked documents involving offshore tax structures,2024-05-06
CUST90146,Social Media Monitoring,Politically Exposed Person Link,0.63,Named in leaked documents involving offshore tax structures,2025-02-13
ACCT200099,Open Source Intelligence,Negative Media,0.55,Connected to politically exposed individual under investigation,2024-05-25
ACCT200428,Open Source Intelligence,Offshore Account Activity,0.94,Referenced in dark web forum discussing illicit financial transfers,2024-04-19
CUST90004,Financial News Feed,Sanctions Exposure,0.74,Connected to politically exposed individual under investigation,2025-06-06
CUST90238,Sanctions Watchlist,Crypto Laundering Indicator,0.96,Mentioned in regulatory investigation related to financial misconduct,2024-11-02
ACCT200438,Regulatory Bulletin,Politically Exposed Person Link,0.81,Linked to offshore shell company registered in Cayman Islands,2025-02-14
ACCT200427,Regulatory Bulletin,Negative Media,0.52,Associated with high-risk cryptocurrency exchange activity,2024-02-17
ACCT200499,Financial News Feed,Politically Exposed Person Link,0.84,Connected to politically exposed individual under investigation,2024-06-30
CUST90194,Sanctions Watchlist,Politically Exposed Person Link,0.78,Referenced in dark web forum discussing illicit financial transfers,2024-05-04
ACCT200079,Sanctions Watchlist,Terror Financing Link,0.54,Named in leaked documents involving offshore tax structures,2024-01-28
ACCT200163,Financial News Feed,Terror Financing Link,0.58,Referenced in dark web forum discussing illicit financial transfers,2024-09-25
ACCT200059,Dark Web Monitoring,Terror Financing Link,0.8,Referenced in dark web forum discussing illicit financial transfers,2024-03-22
ACCT200309,Social Media Monitoring,Sanctions Exposure,0.71,Negative media coverage related to corruption allegations,2024-06-17
ACCT200369,Financial News Feed,Politically Exposed Person Link,0.76,Associated with high-risk cryptocurrency exchange activity,2025-02-18
ACCT200026,Financial News Feed,Shell Company Association,0.53,Mentioned in regulatory investigation related to financial misconduct,2024-10-06
ACCT200414,Financial News Feed,Fraud Investigation Mention,0.74,Linked to offshore shell company registered in Cayman Islands,2025-07-27
CUST90037,Regulatory Bulletin,Shell Company Association,0.76,Mentioned in regulatory investigation related to financial misconduct,2024-11-01
CUST90264,Regulatory Bulletin,Negative Media,0.7,Named in leaked documents involving offshore tax structures,2024-01-13
ACCT200067,Social Media Monitoring,Crypto Laundering Indicator,0.76,Identified in sanctions advisory regarding suspicious financial networks,2024-07-20
ACCT200011,Financial News Feed,Shell Company Association,0.67,Referenced in dark web forum discussing illicit financial transfers,2024-04-20
CUST90120,Financial News Feed,Crypto Laundering Indicator,0.88,Mentioned in regulatory investigation related to financial misconduct,2025-02-27
CUST90070,Sanctions Watchlist,Sanctions Exposure,0.84,Mentioned in regulatory investigation related to financial misconduct,2025-06-17
CUST90122,Dark Web Monitoring,Offshore Account Activity,0.8,Negative media coverage related to corruption allegations,2024-11-24
CUST90131,Open Source Intelligence,Terror Financing Link,0.73,Linked to offshore shell company registered in Cayman Islands,2025-03-07
ACCT200425,Dark Web Monitoring,Shell Company Association,0.52,Negative media coverage related to corruption allegations,2025-04-07
CUST90262,Dark Web Monitoring,Negative Media,0.52,Connected to politically exposed individual under investigation,2025-03-29
CUST90196,Dark Web Monitoring,Negative Media,0.64,Named in leaked documents involving offshore tax structures,2024-03-03
ACCT200485,Financial News Feed,Shell Company Association,0.65,Connected to politically exposed individual under investigation,2025-01-25
CUST90131,Social Media Monitoring,Fraud Investigation Mention,0.62,Connected to politically exposed individual under investigation,2024-05-15
ACCT200250,Sanctions Watchlist,Offshore Account Activity,0.59,Connected to politically exposed individual under investigation,2024-02-04
ACCT200009,Social Media Monitoring,Offshore Account Activity,0.93,Linked to offshore shell company registered in Cayman Islands,2025-02-17
ACCT200451,Regulatory Bulletin,Fraud Investigation Mention,0.62,Linked to offshore shell company registered in Cayman Islands,2024-03-07
CUST90192,Sanctions Watchlist,Politically Exposed Person Link,0.63,Associated with high-risk cryptocurrency exchange activity,2025-02-01
ACCT200087,Financial News Feed,Sanctions Exposure,0.84,Named in leaked documents involving offshore tax structures,2025-06-30
ACCT200053,Social Media Monitoring,Terror Financing Link,0.97,Linked to offshore shell company registered in Cayman Islands,2025-07-27
CUST90235,Regulatory Bulletin,Shell Company Association,0.77,Connected to politically exposed individual under investigation,2024-02-03
ACCT200045,Open Source Intelligence,Fraud Investigation Mention,0.89,Associated with high-risk cryptocurrency exchange activity,2025-05-24
ACCT200075,Financial News Feed,Politically Exposed Person Link,0.5,Connected to politically exposed individual under investigation,2024-11-07
ACCT200234,Financial News Feed,Crypto Laundering Indicator,0.93,Linked to offshore shell company registered in Cayman Islands,2025-08-03
CUST90026,Dark Web Monitoring,Fraud Investigation Mention,0.71,Mentioned in regulatory investigation related to financial misconduct,2024-12-31
CUST90049,Dark Web Monitoring,Shell Company Association,0.75,Named in leaked documents involving offshore tax structures,2025-04-05
ACCT200159,Financial News Feed,Sanctions Exposure,0.58,Connected to politically exposed individual under investigation,2024-07-21
CUST90084,Dark Web Monitoring,Shell Company Association,0.62,Connected to politically exposed individual under investigation,2024-12-21
ACCT200145,Open Source Intelligence,Sanctions Exposure,0.65,Negative media coverage related to corruption allegations,2024-08-18
ACCT200434,Regulatory Bulletin,Sanctions Exposure,0.76,Identified in sanctions advisory regarding suspicious financial networks,2025-07-02
ACCT200220,Open Source Intelligence,Negative Media,0.72,Linked to offshore shell company registered in Cayman Islands,2024-08-06
ACCT200027,Financial News Feed,Shell Company Association,0.94,Linked to offshore shell company registered in Cayman Islands,2025-06-05
CUST90211,Regulatory Bulletin,Sanctions Exposure,0.62,Mentioned in regulatory investigation related to financial misconduct,2024-11-28
ACCT200275,Financial News Feed,Sanctions Exposure,0.57,Referenced in dark web forum discussing illicit financial transfers,2024-02-23
CUST90110,Open Source Intelligence,Politically Exposed Person Link,0.55,Negative media coverage related to corruption allegations,2024-08-31
ACCT200035,Open Source Intelligence,Shell Company Association,0.65,Connected to politically exposed individual under investigation,2024-07-20
CUST90263,Dark Web Monitoring,Crypto Laundering Indicator,0.65,Linked to offshore shell company registered in Cayman Islands,2025-07-21
ACCT200491,Social Media Monitoring,Crypto Laundering Indicator,0.72,Identified in sanctions advisory regarding suspicious financial networks,2025-05-09
ACCT200481,Financial News Feed,Terror Financing Link,0.49,Named in leaked documents involving offshore tax structures,2025-06-30
CUST90126,Dark Web Monitoring,Terror Financing Link,0.94,Linked to offshore shell company registered in Cayman Islands,2024-10-26
CUST90165,Sanctions Watchlist,Offshore Account Activity,0.46,Identified in sanctions advisory regarding suspicious financial networks,2025-05-08
CUST90109,Open Source Intelligence,Crypto Laundering Indicator,0.71,Linked to offshore shell company registered in Cayman Islands,2024-11-10
ACCT200026,Open Source Intelligence,Crypto Laundering Indicator,0.56,Identified in sanctions advisory regarding suspicious financial networks,2024-11-20
ACCT200320,Dark Web Monitoring,Sanctions Exposure,0.91,Named in leaked documents involving offshore tax structures,2024-04-14
CUST90206,Financial News Feed,Terror Financing Link,0.8,Mentioned in regulatory investigation related to financial misconduct,2024-10-21
CUST90033,Social Media Monitoring,Offshore Account Activity,0.73,Connected to politically exposed individual under investigation,2025-07-28
ACCT200371,Financial News Feed,Politically Exposed Person Link,0.75,Identified in sanctions advisory regarding suspicious financial networks,2024-12-30
ACCT200171,Open Source Intelligence,Negative Media,0.93,Mentioned in regulatory investigation related to financial misconduct,2024-07-17
CUST90082,Sanctions Watchlist,Crypto Laundering Indicator,0.58,Referenced in dark web forum discussing illicit financial transfers,2024-07-23
ACCT200473,Open Source Intelligence,Terror Financing Link,0.86,Mentioned in regulatory investigation related to financial misconduct,2025-06-14
ACCT200036,Financial News Feed,Politically Exposed Person Link,0.51,Negative media coverage related to corruption allegations,2024-01-07
ACCT200383,Dark Web Monitoring,Offshore Account Activity,0.91,Connected to politically exposed individual under investigation,2025-02-22
ACCT200005,Sanctions Watchlist,Fraud Investigation Mention,0.63,Negative media coverage related to corruption allegations,2025-06-08
CUST90106,Open Source Intelligence,Politically Exposed Person Link,0.52,Mentioned in regulatory investigation related to financial misconduct,2024-07-12
ACCT200314,Social Media Monitoring,Shell Company Association,0.69,Linked to offshore shell company registered in Cayman Islands,2024-08-06
ACCT200256,Social Media Monitoring,Fraud Investigation Mention,0.53,Named in leaked documents involving offshore tax structures,2024-09-20
CUST90065,Dark Web Monitoring,Terror Financing Link,0.98,Referenced in dark web forum discussing illicit financial transfers,2024-09-15
ACCT200275,Sanctions Watchlist,Sanctions Exposure,0.82,Mentioned in regulatory investigation related to financial misconduct,2024-10-06
ACCT200286,Regulatory Bulletin,Negative Media,0.79,Identified in sanctions advisory regarding suspicious financial networks,2025-06-22
CUST90104,Regulatory Bulletin,Terror Financing Link,0.7,Negative media coverage related to corruption allegations,2024-11-03
CUST90235,Sanctions Watchlist,Offshore Account Activity,0.89,Negative media coverage related to corruption allegations,2025-02-02
ACCT200132,Regulatory Bulletin,Sanctions Exposure,0.89,Linked to offshore shell company registered in Cayman Islands,2024-09-15
ACCT200153,Open Source Intelligence,Shell Company Association,0.75,Mentioned in regulatory investigation related to financial misconduct,2024-04-28
CUST90222,Social Media Monitoring,Negative Media,0.9,Negative media coverage related to corruption allegations,2024-07-31
ACCT200462,Sanctions Watchlist,Offshore Account Activity,0.66,Referenced in dark web forum discussing illicit financial transfers,2024-10-22
CUST90070,Sanctions Watchlist,Shell Company Association,0.66,Named in leaked documents involving offshore tax structures,2024-12-30
CUST90023,Sanctions Watchlist,Offshore Account Activity,0.91,Mentioned in regulatory investigation related to financial misconduct,2025-01-11
CUST90244,Regulatory Bulletin,Fraud Investigation Mention,0.62,Mentioned in regulatory investigation related to financial misconduct,2024-05-08
ACCT200471,Regulatory Bulletin,Crypto Laundering Indicator,0.8,Identified in sanctions advisory regarding suspicious financial networks,2024-04-17
ACCT200027,Social Media Monitoring,Shell Company Association,0.91,Referenced in dark web forum discussing illicit financial transfers,2024-08-26
ACCT200157,Financial News Feed,Shell Company Association,0.79,Connected to politically exposed individual under investigation,2024-10-22
ACCT200423,Social Media Monitoring,Terror Financing Link,0.83,Referenced in dark web forum discussing illicit financial transfers,2025-05-05
CUST90272,Social Media Monitoring,Sanctions Exposure,0.8,Connected to politically exposed individual under investigation,2025-05-21
CUST90218,Open Source Intelligence,Offshore Account Activity,0.51,Negative media coverage related to corruption allegations,2024-03-11
CUST90240,Sanctions Watchlist,Politically Exposed Person Link,0.54,Named in leaked documents involving offshore tax structures,2024-03-23
ACCT200283,Dark Web Monitoring,Fraud Investigation Mention,0.66,Mentioned in regulatory investigation related to financial misconduct,2025-03-31
ACCT200000,Open Source Intelligence,Terror Financing Link,0.78,Named in leaked documents involving offshore tax structures,2024-07-31
CUST90131,Regulatory Bulletin,Crypto Laundering Indicator,0.54,Negative media coverage related to corruption allegations,2025-02-09
ACCT200346,Open Source Intelligence,Sanctions Exposure,0.58,Connected to politically exposed individual under investigation,2025-06-17
ACCT200055,Regulatory Bulletin,Negative Media,0.8,Identified in sanctions advisory regarding suspicious financial networks,2025-01-31
CUST90234,Financial News Feed,Sanctions Exposure,0.58,Named in leaked documents involving offshore tax structures,2025-03-31
ACCT200393,Regulatory Bulletin,Crypto Laundering Indicator,0.69,Associated with high-risk cryptocurrency exchange activity,2025-01-11
ACCT200389,Financial News Feed,Terror Financing Link,0.75,Connected to politically exposed individual under investigation,2025-08-03
CUST90205,Sanctions Watchlist,Offshore Account Activity,0.63,Identified in sanctions advisory regarding suspicious financial networks,2024-02-04
ACCT200179,Social Media Monitoring,Offshore Account Activity,0.49,Mentioned in regulatory investigation related to financial misconduct,2024-06-05
ACCT200484,Dark Web Monitoring,Offshore Account Activity,0.87,Linked to offshore shell company registered in Cayman Islands,2025-06-10
ACCT200383,Regulatory Bulletin,Sanctions Exposure,0.71,Negative media coverage related to corruption allegations,2024-07-14
CUST90298,Social Media Monitoring,Politically Exposed Person Link,0.59,Mentioned in regulatory investigation related to financial misconduct,2025-03-29
CUST90031,Open Source Intelligence,Crypto Laundering Indicator,0.75,Negative media coverage related to corruption allegations,2025-06-30
ACCT200032,Financial News Feed,Offshore Account Activity,0.95,Referenced in dark web forum discussing illicit financial transfers,2024-07-12
ACCT200386,Open Source Intelligence,Politically Exposed Person Link,0.8,Associated with high-risk cryptocurrency exchange activity,2024-09-04
ACCT200325,Sanctions Watchlist,Offshore Account Activity,0.9,Connected to politically exposed individual under investigation,2025-08-13
ACCT200252,Sanctions Watchlist,Sanctions Exposure,0.84,Connected to politically exposed individual under investigation,2025-04-06
CUST90054,Dark Web Monitoring,Negative Media,0.74,Referenced in dark web forum discussing illicit financial transfers,2024-02-03
CUST90236,Social Media Monitoring,Crypto Laundering Indicator,0.57,Referenced in dark web forum discussing illicit financial transfers,2024-08-17
ACCT200148,Financial News Feed,Crypto Laundering Indicator,0.93,Mentioned in regulatory investigation related to financial misconduct,2024-07-05
ACCT200135,Social Media Monitoring,Crypto Laundering Indicator,0.76,Negative media coverage related to corruption allegations,2025-03-06
ACCT200356,Social Media Monitoring,Crypto Laundering Indicator,0.59,Connected to politically exposed individual under investigation,2024-03-17
CUST90237,Regulatory Bulletin,Terror Financing Link,0.92,Negative media coverage related to corruption allegations,2025-08-23
CUST90188,Social Media Monitoring,Terror Financing Link,0.5,Named in leaked documents involving offshore tax structures,2024-06-04
CUST90175,Open Source Intelligence,Fraud Investigation Mention,0.6,Named in leaked documents involving offshore tax structures,2025-06-02
CUST90081,Financial News Feed,Negative Media,0.83,Connected to politically exposed individual under investigation,2025-07-09
CUST90163,Open Source Intelligence,Politically Exposed Person Link,0.52,Linked to offshore shell company registered in Cayman Islands,2025-06-22
ACCT200079,Open Source Intelligence,Crypto Laundering Indicator,0.53,Associated with high-risk cryptocurrency exchange activity,2024-05-05
CUST90222,Financial News Feed,Politically Exposed Person Link,0.46,Named in leaked documents involving offshore tax structures,2024-08-24
ACCT200498,Sanctions Watchlist,Terror Financing Link,0.93,Linked to offshore shell company registered in Cayman Islands,2024-06-23
ACCT200204,Open Source Intelligence,Fraud Investigation Mention,0.83,Referenced in dark web forum discussing illicit financial transfers,2024-09-19
ACCT200061,Open Source Intelligence,Sanctions Exposure,0.72,Referenced in dark web forum discussing illicit financial transfers,2025-05-17
CUST90189,Sanctions Watchlist,Shell Company Association,0.7,Named in leaked documents involving offshore tax structures,2024-09-18
CUST90252,Open Source Intelligence,Offshore Account Activity,0.49,Associated with high-risk cryptocurrency exchange activity,2024-08-13
CUST90099,Sanctions Watchlist,Sanctions Exposure,0.63,Named in leaked documents involving offshore tax structures,2025-04-27
CUST90165,Financial News Feed,Politically Exposed Person Link,0.88,Linked to offshore shell company registered in Cayman Islands,2024-09-19
CUST90087,Open Source Intelligence,Fraud Investigation Mention,0.94,Mentioned in regulatory investigation related to financial misconduct,2024-04-25
CUST90109,Sanctions Watchlist,Crypto Laundering Indicator,0.63,Negative media coverage related to corruption allegations,2024-11-08
ACCT200129,Regulatory Bulletin,Politically Exposed Person Link,0.98,Referenced in dark web forum discussing illicit financial transfers,2024-04-16
ACCT200088,Open Source Intelligence,Fraud Investigation Mention,0.53,Negative media coverage related to corruption allegations,2024-11-16
ACCT200000,Open Source Intelligence,Crypto Laundering Indicator,0.79,Linked to offshore shell company registered in Cayman Islands,2024-10-18
ACCT200346,Financial News Feed,Terror Financing Link,0.54,Referenced in dark web forum discussing illicit financial transfers,2024-01-16
CUST90073,Open Source Intelligence,Offshore Account Activity,0.45,Referenced in dark web forum discussing illicit financial transfers,2025-07-25
CUST90190,Regulatory Bulletin,Terror Financing Link,0.91,Associated with high-risk cryptocurrency exchange activity,2024-04-17
ACCT200331,Regulatory Bulletin,Offshore Account Activity,0.69,Associated with high-risk cryptocurrency exchange activity,2024-03-31
CUST90271,Dark Web Monitoring,Sanctions Exposure,0.78,Negative media coverage related to corruption allegations,2025-07-30
ACCT200030,Dark Web Monitoring,Shell Company Association,0.64,Negative media coverage related to corruption allegations,2024-12-22
CUST90046,Sanctions Watchlist,Fraud Investigation Mention,0.77,Associated with high-risk cryptocurrency exchange activity,2024-10-19
ACCT200016,Sanctions Watchlist,Crypto Laundering Indicator,0.59,Linked to offshore shell company registered in Cayman Islands,2024-01-14
ACCT200495,Regulatory Bulletin,Fraud Investigation Mention,0.97,Identified in sanctions advisory regarding suspicious financial networks,2024-04-20
ACCT200161,Dark Web Monitoring,Shell Company Association,0.54,Identified in sanctions advisory regarding suspicious financial networks,2024-12-13
ACCT200391,Sanctions Watchlist,Fraud Investigation Mention,0.67,Identified in sanctions advisory regarding suspicious financial networks,2025-01-08
CUST90209,Open Source Intelligence,Negative Media,0.93,Connected to politically exposed individual under investigation,2025-07-03
CUST90037,Sanctions Watchlist,Shell Company Association,0.51,Mentioned in regulatory investigation related to financial misconduct,2024-11-05
ACCT200291,Sanctions Watchlist,Negative Media,0.56,Negative media coverage related to corruption allegations,2024-01-03
ACCT200166,Financial News Feed,Crypto Laundering Indicator,0.95,Mentioned in regulatory investigation related to financial misconduct,2024-01-17
ACCT200248,Dark Web Monitoring,Shell Company Association,0.94,Associated with high-risk cryptocurrency exchange activity,2025-03-05
ACCT200290,Social Media Monitoring,Shell Company Association,0.51,Connected to politically exposed individual under investigation,2025-03-29
ACCT200137,Financial News Feed,Offshore Account Activity,0.55,Named in leaked documents involving offshore tax structures,2025-01-21
ACCT200065,Sanctions Watchlist,Shell Company Association,0.52,Referenced in dark web forum discussing illicit financial transfers,2025-06-23
CUST90112,Financial News Feed,Sanctions Exposure,0.59,Identified in sanctions advisory regarding suspicious financial networks,2024-05-06
ACCT200368,Sanctions Watchlist,Sanctions Exposure,0.56,Linked to offshore shell company registered in Cayman Islands,2025-08-23
CUST90189,Social Media Monitoring,Offshore Account Activity,0.67,Mentioned in regulatory investigation related to financial misconduct,2024-04-15
ACCT200471,Financial News Feed,Crypto Laundering Indicator,0.56,Associated with high-risk cryptocurrency exchange activity,2024-12-06
ACCT200197,Regulatory Bulletin,Terror Financing Link,0.96,Referenced in dark web forum discussing illicit financial transfers,2025-07-02
CUST90277,Regulatory Bulletin,Shell Company Association,0.76,Identified in sanctions advisory regarding suspicious financial networks,2024-12-31
ACCT200277,Regulatory Bulletin,Sanctions Exposure,0.55,Associated with high-risk cryptocurrency exchange activity,2024-09-13
ACCT200492,Dark Web Monitoring,Sanctions Exposure,0.97,Named in leaked documents involving offshore tax structures,2024-10-29
CUST90058,Sanctions Watchlist,Negative Media,0.58,Referenced in dark web forum discussing illicit financial transfers,2025-04-25
CUST90175,Sanctions Watchlist,Terror Financing Link,0.83,Named in leaked documents involving offshore tax structures,2025-08-23
CUST90028,Open Source Intelligence,Offshore Account Activity,0.61,Named in leaked documents involving offshore tax structures,2024-07-11
ACCT200210,Sanctions Watchlist,Negative Media,0.7,Linked to offshore shell company registered in Cayman Islands,2024-04-25
ACCT200150,Open Source Intelligence,Offshore Account Activity,0.76,Named in leaked documents involving offshore tax structures,2024-09-21
CUST90076,Dark Web Monitoring,Politically Exposed Person Link,0.86,Associated with high-risk cryptocurrency exchange activity,2024-03-18
CUST90124,Sanctions Watchlist,Offshore Account Activity,0.92,Identified in sanctions advisory regarding suspicious financial networks,2025-03-14
CUST90015,Dark Web Monitoring,Fraud Investigation Mention,0.45,Referenced in dark web forum discussing illicit financial transfers,2025-08-15
ACCT200071,Open Source Intelligence,Sanctions Exposure,0.73,Mentioned in regulatory investigation related to financial misconduct,2025-06-24
CUST90196,Financial News Feed,Politically Exposed Person Link,0.52,Negative media coverage related to corruption allegations,2024-06-07
ACCT200038,Dark Web Monitoring,Offshore Account Activity,0.92,Linked to offshore shell company registered in Cayman Islands,2025-07-17
ACCT200377,Open Source Intelligence,Terror Financing Link,0.91,Linked to offshore shell company registered in Cayman Islands,2024-12-26
ACCT200230,Financial News Feed,Shell Company Association,0.89,Named in leaked documents involving offshore tax structures,2024-11-18
ACCT200043,Social Media Monitoring,Crypto Laundering Indicator,0.48,Mentioned in regulatory investigation related to financial misconduct,2024-06-28
ACCT200247,Social Media Monitoring,Sanctions Exposure,0.63,Connected to politically exposed individual under investigation,2024-05-11
ACCT200101,Financial News Feed,Sanctions Exposure,0.69,Mentioned in regulatory investigation related to financial misconduct,2024-03-04
CUST90114,Financial News Feed,Sanctions Exposure,0.67,Associated with high-risk cryptocurrency exchange activity,2024-02-07
ACCT200346,Dark Web Monitoring,Offshore Account Activity,0.82,Linked to offshore shell company registered in Cayman Islands,2024-12-21
CUST90152,Open Source Intelligence,Shell Company Association,0.82,Identified in sanctions advisory regarding suspicious financial networks,2024-10-04
CUST90121,Sanctions Watchlist,Negative Media,0.86,Named in leaked documents involving offshore tax structures,2024-04-13
ACCT200496,Financial News Feed,Terror Financing Link,0.82,Mentioned in regulatory investigation related to financial misconduct,2024-08-12
ACCT200277,Financial News Feed,Offshore Account Activity,0.68,Connected to politically exposed individual under investigation,2025-06-18
ACCT200209,Dark Web Monitoring,Crypto Laundering Indicator,0.69,Negative media coverage related to corruption allegations,2024-12-07
ACCT200441,Dark Web Monitoring,Terror Financing Link,0.94,Associated with high-risk cryptocurrency exchange activity,2024-05-13
ACCT200436,Regulatory Bulletin,Fraud Investigation Mention,0.68,Connected to politically exposed individual under investigation,2024-09-30
CUST90234,Dark Web Monitoring,Offshore Account Activity,0.72,Mentioned in regulatory investigation related to financial misconduct,2024-12-12
CUST90090,Sanctions Watchlist,Shell Company Association,0.87,Mentioned in regulatory investigation related to financial misconduct,2024-04-13
CUST90153,Social Media Monitoring,Shell Company Association,0.58,Linked to offshore shell company registered in Cayman Islands,2025-05-23
ACCT200184,Financial News Feed,Shell Company Association,0.51,Mentioned in regulatory investigation related to financial misconduct,2025-07-04
ACCT200053,Dark Web Monitoring,Sanctions Exposure,0.79,Connected to politically exposed individual under investigation,2025-01-20
CUST90047,Sanctions Watchlist,Terror Financing Link,0.96,Negative media coverage related to corruption allegations,2024-10-28
ACCT200144,Financial News Feed,Shell Company Association,0.58,Referenced in dark web forum discussing illicit financial transfers,2024-12-21
CUST90144,Financial News Feed,Fraud Investigation Mention,0.88,Associated with high-risk cryptocurrency exchange activity,2025-04-05
ACCT200091,Dark Web Monitoring,Terror Financing Link,0.86,Linked to offshore shell company registered in Cayman Islands,2024-11-09
ACCT200124,Financial News Feed,Crypto Laundering Indicator,0.5,Referenced in dark web forum discussing illicit financial transfers,2025-02-25
CUST90002,Social Media Monitoring,Shell Company Association,0.68,Referenced in dark web forum discussing illicit financial transfers,2025-07-05
CUST90173,Social Media Monitoring,Sanctions Exposure,0.84,Named in leaked documents involving offshore tax structures,2024-03-07
ACCT200106,Regulatory Bulletin,Negative Media,0.61,Mentioned in regulatory investigation related to financial misconduct,2024-01-21
ACCT200384,Regulatory Bulletin,Shell Company Association,0.81,Connected to politically exposed individual under investigation,2024-03-20
ACCT200218,Financial News Feed,Negative Media,0.8,Negative media coverage related to corruption allegations,2025-07-15
ACCT200271,Dark Web Monitoring,Shell Company Association,0.59,Mentioned in regulatory investigation related to financial misconduct,2025-01-01
ACCT200478,Open Source Intelligence,Crypto Laundering Indicator,0.73,Referenced in dark web forum discussing illicit financial transfers,2024-07-11
CUST90206,Financial News Feed,Sanctions Exposure,0.57,Negative media coverage related to corruption allegations,2024-06-29
CUST90113,Open Source Intelligence,Offshore Account Activity,0.82,Linked to offshore shell company registered in Cayman Islands,2024-05-23
ACCT200005,Social Media Monitoring,Shell Company Association,0.46,Named in leaked documents involving offshore tax structures,2024-08-11
CUST90169,Sanctions Watchlist,Negative Media,0.67,Mentioned in regulatory investigation related to financial misconduct,2024-02-27
ACCT200382,Financial News Feed,Negative Media,0.75,Mentioned in regulatory investigation related to financial misconduct,2025-03-26
ACCT200184,Open Source Intelligence,Negative Media,0.95,Associated with high-risk cryptocurrency exchange activity,2025-01-22
ACCT200348,Dark Web Monitoring,Shell Company Association,0.51,Referenced in dark web forum discussing illicit financial transfers,2024-08-02
CUST90272,Social Media Monitoring,Negative Media,0.64,Connected to politically exposed individual under investigation,2025-04-14
CUST90019,Open Source Intelligence,Terror Financing Link,0.69,Identified in sanctions advisory regarding suspicious financial networks,2024-01-16
ACCT200478,Regulatory Bulletin,Politically Exposed Person Link,0.82,Connected to politically exposed individual under investigation,2025-07-11
CUST90269,Open Source Intelligence,Offshore Account Activity,0.77,Referenced in dark web forum discussing illicit financial transfers,2025-01-12
CUST90033,Dark Web Monitoring,Shell Company Association,0.61,Associated with high-risk cryptocurrency exchange activity,2025-06-26
ACCT200440,Open Source Intelligence,Sanctions Exposure,0.79,Connected to politically exposed individual under investigation,2025-04-17
CUST90050,Sanctions Watchlist,Politically Exposed Person Link,0.73,Mentioned in regulatory investigation related to financial misconduct,2024-06-05
CUST90035,Financial News Feed,Sanctions Exposure,0.58,Associated with high-risk cryptocurrency exchange activity,2025-07-10
ACCT200099,Financial News Feed,Crypto Laundering Indicator,0.45,Associated with high-risk cryptocurrency exchange activity,2024-08-19
CUST90248,Dark Web Monitoring,Negative Media,0.48,Associated with high-risk cryptocurrency exchange activity,2025-06-19
CUST90236,Financial News Feed,Sanctions Exposure,0.87,Negative media coverage related to corruption allegations,2024-12-08
ACCT200200,Sanctions Watchlist,Offshore Account Activity,0.61,Named in leaked documents involving offshore tax structures,2025-02-28
CUST90092,Open Source Intelligence,Terror Financing Link,0.63,Associated with high-risk cryptocurrency exchange activity,2025-02-01
ACCT200447,Financial News Feed,Crypto Laundering Indicator,0.8,Negative media coverage related to corruption allegations,2024-03-13
ACCT200376,Open Source Intelligence,Politically Exposed Person Link,0.54,Linked to offshore shell company registered in Cayman Islands,2024-03-24
CUST90107,Open Source Intelligence,Politically Exposed Person Link,0.47,Connected to politically exposed individual under investigation,2025-05-01
CUST90124,Sanctions Watchlist,Crypto Laundering Indicator,0.78,Negative media coverage related to corruption allegations,2024-03-09
ACCT200287,Financial News Feed,Shell Company Association,0.72,Identified in sanctions advisory regarding suspicious financial networks,2024-02-16
ACCT200424,Financial News Feed,Shell Company Association,0.7,Identified in sanctions advisory regarding suspicious financial networks,2025-03-04
ACCT200026,Regulatory Bulletin,Negative Media,0.64,Mentioned in regulatory investigation related to financial misconduct,2025-01-03
CUST90244,Dark Web Monitoring,Shell Company Association,0.63,Mentioned in regulatory investigation related to financial misconduct,2024-08-26
ACCT200072,Financial News Feed,Terror Financing Link,0.58,Linked to offshore shell company registered in Cayman Islands,2025-07-15
ACCT200311,Social Media Monitoring,Terror Financing Link,0.93,Referenced in dark web forum discussing illicit financial transfers,2025-01-05
